Time,Platform,Product,Sales (15 min)
2025-01-05 22:25:56.764215,TikTok,Gấu bông,42
2025-01-05 22:25:56.764215,Lazada,Búp bê Barbie,34
2025-01-05 22:25:56.764215,Lazada,Labubu,31
2025-01-05 22:25:56.764215,Lazada,Capybara,19
2025-01-05 22:25:56.764215,Lazada,Gấu bông,39
2025-01-05 22:40:56.764215,Shopee,Búp bê Barbie,22
2025-01-05 22:40:56.764215,Shopee,Labubu,30
2025-01-05 22:40:56.764215,Shopee,Capybara,39
2025-01-05 22:40:56.764215,Shopee,Gấu bông,30
2025-01-05 22:40:56.764215,TikTok,Búp bê Barbie,44
2025-01-05 22:40:56.764215,TikTok,Labubu,27
2025-01-05 22:40:56.764215,TikTok,Capybara,40
2025-01-05 22:40:56.764215,TikTok,Gấu bông,26
2025-01-05 22:40:56.764215,Lazada,Búp bê Barbie,21
2025-01-05 22:40:56.764215,Lazada,Labubu,28
2025-01-05 22:40:56.764215,Lazada,Capybara,23
2025-01-05 22:40:56.764215,Lazada,Gấu bông,49
2025-01-05 22:55:56.764215,Shopee,Búp bê Barbie,21
2025-01-05 22:55:56.764215,Shopee,Labubu,37
2025-01-05 22:55:56.764215,Shopee,Capybara,19
2025-01-05 22:55:56.764215,Shopee,Gấu bông,4
2025-01-05 22:55:56.764215,TikTok,Búp bê Barbie,1
2025-01-05 22:55:56.764215,TikTok,Labubu,5
2025-01-05 22:55:56.764215,TikTok,Capybara,8
2025-01-05 22:55:56.764215,TikTok,Gấu bông,44
2025-01-05 22:55:56.764215,Lazada,Búp bê Barbie,38
2025-01-05 22:55:56.764215,Lazada,Labubu,39
2025-01-05 22:55:56.764215,Lazada,Capybara,11
2025-01-05 22:55:56.764215,Lazada,Gấu bông,25
2025-01-05 23:10:56.764215,Shopee,Búp bê Barbie,6
2025-01-05 23:10:56.764215,Shopee,Labubu,43
2025-01-05 23:10:56.764215,Shopee,Capybara,44
2025-01-05 23:10:56.764215,Shopee,Gấu bông,6
2025-01-05 23:10:56.764215,TikTok,Búp bê Barbie,29
2025-01-05 23:10:56.764215,TikTok,Labubu,21
2025-01-05 23:10:56.764215,TikTok,Capybara,6
2025-01-05 23:10:56.764215,TikTok,Gấu bông,29
2025-01-05 23:10:56.764215,Lazada,Búp bê Barbie,15
2025-01-05 23:10:56.764215,Lazada,Labubu,28
2025-01-05 23:10:56.764215,Lazada,Capybara,5
2025-01-05 23:10:56.764215,Lazada,Gấu bông,35
2025-01-05 23:25:56.764215,Shopee,Búp bê Barbie,29
2025-01-05 23:25:56.764215,Shopee,Labubu,11
2025-01-05 23:25:56.764215,Shopee,Capybara,32
2025-01-05 23:25:56.764215,Shopee,Gấu bông,45
2025-01-05 23:25:56.764215,TikTok,Búp bê Barbie,45
2025-01-05 23:25:56.764215,TikTok,Labubu,22
2025-01-05 23:25:56.764215,TikTok,Capybara,1
2025-01-05 23:25:56.764215,TikTok,Gấu bông,41
2025-01-05 23:25:56.764215,Lazada,Búp bê Barbie,10
2025-01-05 23:25:56.764215,Lazada,Labubu,27
2025-01-05 23:25:56.764215,Lazada,Capybara,4
2025-01-05 23:25:56.764215,Lazada,Gấu bông,7
2025-01-05 23:40:56.764215,Shopee,Búp bê Barbie,7
2025-01-05 23:40:56.764215,Shopee,Labubu,40
2025-01-05 23:40:56.764215,Shopee,Capybara,21
2025-01-05 23:40:56.764215,Shopee,Gấu bông,3
2025-01-05 23:40:56.764215,TikTok,Búp bê Barbie,1
2025-01-05 23:40:56.764215,TikTok,Labubu,25
2025-01-05 23:40:56.764215,TikTok,Capybara,6
2025-01-05 23:40:56.764215,TikTok,Gấu bông,7
2025-01-05 23:40:56.764215,Lazada,Búp bê Barbie,10
2025-01-05 23:40:56.764215,Lazada,Labubu,12
2025-01-05 23:40:56.764215,Lazada,Capybara,47
2025-01-05 23:40:56.764215,Lazada,Gấu bông,22
2025-01-05 23:55:56.764215,Shopee,Búp bê Barbie,4
2025-01-05 23:55:56.764215,Shopee,Labubu,39
2025-01-05 23:55:56.764215,Shopee,Capybara,13
2025-01-05 23:55:56.764215,Shopee,Gấu bông,46
2025-01-05 23:55:56.764215,TikTok,Búp bê Barbie,35
2025-01-05 23:55:56.764215,TikTok,Labubu,14
2025-01-05 23:55:56.764215,TikTok,Capybara,24
2025-01-05 23:55:56.764215,TikTok,Gấu bông,44
2025-01-05 23:55:56.764215,Lazada,Búp bê Barbie,19
2025-01-05 23:55:56.764215,Lazada,Labubu,42
2025-01-05 23:55:56.764215,Lazada,Capybara,2
2025-01-05 23:55:56.764215,Lazada,Gấu bông,41
2025-01-06 00:10:56.764215,Shopee,Búp bê Barbie,36
2025-01-06 00:10:56.764215,Shopee,Labubu,3
2025-01-06 00:10:56.764215,Shopee,Capybara,2
2025-01-06 00:10:56.764215,Shopee,Gấu bông,43
2025-01-06 00:10:56.764215,TikTok,Búp bê Barbie,3
2025-01-06 00:10:56.764215,TikTok,Labubu,5
2025-01-06 00:10:56.764215,TikTok,Capybara,24
2025-01-06 00:10:56.764215,TikTok,Gấu bông,6
2025-01-06 00:10:56.764215,Lazada,Búp bê Barbie,23
2025-01-06 00:10:56.764215,Lazada,Labubu,7
2025-01-06 00:10:56.764215,Lazada,Capybara,3
2025-01-06 00:10:56.764215,Lazada,Gấu bông,26
2025-01-06 00:25:56.764215,Shopee,Búp bê Barbie,16
2025-01-06 00:25:56.764215,Shopee,Labubu,40
2025-01-06 00:25:56.764215,Shopee,Capybara,44
2025-01-06 00:25:56.764215,Shopee,Gấu bông,38
2025-01-06 00:25:56.764215,TikTok,Búp bê Barbie,20
2025-01-06 00:25:56.764215,TikTok,Labubu,42
2025-01-06 00:25:56.764215,TikTok,Capybara,40
2025-01-06 00:25:56.764215,TikTok,Gấu bông,46
2025-01-06 00:25:56.764215,Lazada,Búp bê Barbie,8
2025-01-06 00:25:56.764215,Lazada,Labubu,28
2025-01-06 00:25:56.764215,Lazada,Capybara,11
2025-01-06 00:25:56.764215,Lazada,Gấu bông,16
2025-01-06 00:40:56.764215,Shopee,Búp bê Barbie,46
2025-01-06 00:40:56.764215,Shopee,Labubu,2
2025-01-06 00:40:56.764215,Shopee,Capybara,15
2025-01-06 00:40:56.764215,Shopee,Gấu bông,24
2025-01-06 00:40:56.764215,TikTok,Búp bê Barbie,39
2025-01-06 00:40:56.764215,TikTok,Labubu,37
2025-01-06 00:40:56.764215,TikTok,Capybara,35
2025-01-06 00:40:56.764215,TikTok,Gấu bông,9
2025-01-06 00:40:56.764215,Lazada,Búp bê Barbie,34
2025-01-06 00:40:56.764215,Lazada,Labubu,36
2025-01-06 00:40:56.764215,Lazada,Capybara,17
2025-01-06 00:40:56.764215,Lazada,Gấu bông,35
2025-01-06 00:55:56.764215,Shopee,Búp bê Barbie,34
2025-01-06 00:55:56.764215,Shopee,Labubu,29
2025-01-06 00:55:56.764215,Shopee,Capybara,31
2025-01-06 00:55:56.764215,Shopee,Gấu bông,20
2025-01-06 00:55:56.764215,TikTok,Búp bê Barbie,5
2025-01-06 00:55:56.764215,TikTok,Labubu,22
2025-01-06 00:55:56.764215,TikTok,Capybara,23
2025-01-06 00:55:56.764215,TikTok,Gấu bông,28
2025-01-06 00:55:56.764215,Lazada,Búp bê Barbie,21
2025-01-06 00:55:56.764215,Lazada,Labubu,13
2025-01-06 00:55:56.764215,Lazada,Capybara,34
2025-01-06 00:55:56.764215,Lazada,Gấu bông,27
2025-01-06 01:10:56.764215,Shopee,Búp bê Barbie,15
2025-01-06 01:10:56.764215,Shopee,Labubu,25
2025-01-06 01:10:56.764215,Shopee,Capybara,22
2025-01-06 01:10:56.764215,Shopee,Gấu bông,44
2025-01-06 01:10:56.764215,TikTok,Búp bê Barbie,49
2025-01-06 01:10:56.764215,TikTok,Labubu,2
2025-01-06 01:10:56.764215,TikTok,Capybara,48
2025-01-06 01:10:56.764215,TikTok,Gấu bông,6
2025-01-06 01:10:56.764215,Lazada,Búp bê Barbie,44
2025-01-06 01:10:56.764215,Lazada,Labubu,17
2025-01-06 01:10:56.764215,Lazada,Capybara,30
2025-01-06 01:10:56.764215,Lazada,Gấu bông,12
2025-01-06 01:25:56.764215,Shopee,Búp bê Barbie,10
2025-01-06 01:25:56.764215,Shopee,Labubu,23
2025-01-06 01:25:56.764215,Shopee,Capybara,4
2025-01-06 01:25:56.764215,Shopee,Gấu bông,44
2025-01-06 01:25:56.764215,TikTok,Búp bê Barbie,44
2025-01-06 01:25:56.764215,TikTok,Labubu,32
2025-01-06 01:25:56.764215,TikTok,Capybara,25
2025-01-06 01:25:56.764215,TikTok,Gấu bông,26
2025-01-06 01:25:56.764215,Lazada,Búp bê Barbie,10
2025-01-06 01:25:56.764215,Lazada,Labubu,7
2025-01-06 01:25:56.764215,Lazada,Capybara,11
2025-01-06 01:25:56.764215,Lazada,Gấu bông,47
2025-01-06 01:40:56.764215,Shopee,Búp bê Barbie,26
2025-01-06 01:40:56.764215,Shopee,Labubu,17
2025-01-06 01:40:56.764215,Shopee,Capybara,8
2025-01-06 01:40:56.764215,Shopee,Gấu bông,17
2025-01-06 01:40:56.764215,TikTok,Búp bê Barbie,5
2025-01-06 01:40:56.764215,TikTok,Labubu,3
2025-01-06 01:40:56.764215,TikTok,Capybara,26
2025-01-06 01:40:56.764215,TikTok,Gấu bông,9
2025-01-06 01:40:56.764215,Lazada,Búp bê Barbie,38
2025-01-06 01:40:56.764215,Lazada,Labubu,10
2025-01-06 01:40:56.764215,Lazada,Capybara,10
2025-01-06 01:40:56.764215,Lazada,Gấu bông,7
2025-01-06 01:55:56.764215,Shopee,Búp bê Barbie,30
2025-01-06 01:55:56.764215,Shopee,Labubu,25
2025-01-06 01:55:56.764215,Shopee,Capybara,47
2025-01-06 01:55:56.764215,Shopee,Gấu bông,21
2025-01-06 01:55:56.764215,TikTok,Búp bê Barbie,46
2025-01-06 01:55:56.764215,TikTok,Labubu,7
2025-01-06 01:55:56.764215,TikTok,Capybara,20
2025-01-06 01:55:56.764215,TikTok,Gấu bông,2
2025-01-06 01:55:56.764215,Lazada,Búp bê Barbie,35
2025-01-06 01:55:56.764215,Lazada,Labubu,49
2025-01-06 01:55:56.764215,Lazada,Capybara,37
2025-01-06 01:55:56.764215,Lazada,Gấu bông,16
2025-01-06 02:10:56.764215,Shopee,Búp bê Barbie,44
2025-01-06 02:10:56.764215,Shopee,Labubu,28
2025-01-06 02:10:56.764215,Shopee,Capybara,7
2025-01-06 02:10:56.764215,Shopee,Gấu bông,14
2025-01-06 02:10:56.764215,TikTok,Búp bê Barbie,17
2025-01-06 02:10:56.764215,TikTok,Labubu,22
2025-01-06 02:10:56.764215,TikTok,Capybara,48
2025-01-06 02:10:56.764215,TikTok,Gấu bông,38
2025-01-06 02:10:56.764215,Lazada,Búp bê Barbie,40
2025-01-06 02:10:56.764215,Lazada,Labubu,41
2025-01-06 02:10:56.764215,Lazada,Capybara,10
2025-01-06 02:10:56.764215,Lazada,Gấu bông,22
2025-01-06 02:25:56.764215,Shopee,Búp bê Barbie,45
2025-01-06 02:25:56.764215,Shopee,Labubu,34
2025-01-06 02:25:56.764215,Shopee,Capybara,4
2025-01-06 02:25:56.764215,Shopee,Gấu bông,17
2025-01-06 02:25:56.764215,TikTok,Búp bê Barbie,27
2025-01-06 02:25:56.764215,TikTok,Labubu,48
2025-01-06 02:25:56.764215,TikTok,Capybara,44
2025-01-06 02:25:56.764215,TikTok,Gấu bông,11
2025-01-06 02:25:56.764215,Lazada,Búp bê Barbie,28
2025-01-06 02:25:56.764215,Lazada,Labubu,25
2025-01-06 02:25:56.764215,Lazada,Capybara,18
2025-01-06 02:25:56.764215,Lazada,Gấu bông,43
2025-01-06 02:40:56.764215,Shopee,Búp bê Barbie,45
2025-01-06 02:40:56.764215,Shopee,Labubu,33
2025-01-06 02:40:56.764215,Shopee,Capybara,11
2025-01-06 02:40:56.764215,Shopee,Gấu bông,18
2025-01-06 02:40:56.764215,TikTok,Búp bê Barbie,18
2025-01-06 02:40:56.764215,TikTok,Labubu,6
2025-01-06 02:40:56.764215,TikTok,Capybara,11
2025-01-06 02:40:56.764215,TikTok,Gấu bông,19
2025-01-06 02:40:56.764215,Lazada,Búp bê Barbie,40
2025-01-06 02:40:56.764215,Lazada,Labubu,3
2025-01-06 02:40:56.764215,Lazada,Capybara,48
2025-01-06 02:40:56.764215,Lazada,Gấu bông,40
2025-01-06 02:55:56.764215,Shopee,Búp bê Barbie,7
2025-01-06 02:55:56.764215,Shopee,Labubu,46
2025-01-06 02:55:56.764215,Shopee,Capybara,28
2025-01-06 02:55:56.764215,Shopee,Gấu bông,27
2025-01-06 02:55:56.764215,TikTok,Búp bê Barbie,29
2025-01-06 02:55:56.764215,TikTok,Labubu,9
2025-01-06 02:55:56.764215,TikTok,Capybara,4
2025-01-06 02:55:56.764215,TikTok,Gấu bông,6
2025-01-06 02:55:56.764215,Lazada,Búp bê Barbie,12
2025-01-06 02:55:56.764215,Lazada,Labubu,18
2025-01-06 02:55:56.764215,Lazada,Capybara,9
2025-01-06 02:55:56.764215,Lazada,Gấu bông,5
2025-01-06 03:10:56.764215,Shopee,Búp bê Barbie,10
2025-01-06 03:10:56.764215,Shopee,Labubu,39
2025-01-06 03:10:56.764215,Shopee,Capybara,47
2025-01-06 03:10:56.764215,Shopee,Gấu bông,15
2025-01-06 03:10:56.764215,TikTok,Búp bê Barbie,18
2025-01-06 03:10:56.764215,TikTok,Labubu,42
2025-01-06 03:10:56.764215,TikTok,Capybara,23
2025-01-06 03:10:56.764215,TikTok,Gấu bông,8
2025-01-06 03:10:56.764215,Lazada,Búp bê Barbie,41
2025-01-06 03:10:56.764215,Lazada,Labubu,20
2025-01-06 03:10:56.764215,Lazada,Capybara,24
2025-01-06 03:10:56.764215,Lazada,Gấu bông,32
2025-01-06 03:25:56.764215,Shopee,Búp bê Barbie,7
2025-01-06 03:25:56.764215,Shopee,Labubu,30
2025-01-06 03:25:56.764215,Shopee,Capybara,27
2025-01-06 03:25:56.764215,Shopee,Gấu bông,40
2025-01-06 03:25:56.764215,TikTok,Búp bê Barbie,40
2025-01-06 03:25:56.764215,TikTok,Labubu,40
2025-01-06 03:25:56.764215,TikTok,Capybara,34
2025-01-06 03:25:56.764215,TikTok,Gấu bông,39
2025-01-06 03:25:56.764215,Lazada,Búp bê Barbie,40
2025-01-06 03:25:56.764215,Lazada,Labubu,20
2025-01-06 03:25:56.764215,Lazada,Capybara,28
2025-01-06 03:25:56.764215,Lazada,Gấu bông,37
2025-01-06 03:40:56.764215,Shopee,Búp bê Barbie,32
2025-01-06 03:40:56.764215,Shopee,Labubu,12
2025-01-06 03:40:56.764215,Shopee,Capybara,44
2025-01-06 03:40:56.764215,Shopee,Gấu bông,20
2025-01-06 03:40:56.764215,TikTok,Búp bê Barbie,36
2025-01-06 03:40:56.764215,TikTok,Labubu,4
2025-01-06 03:40:56.764215,TikTok,Capybara,29
2025-01-06 03:40:56.764215,TikTok,Gấu bông,24
2025-01-06 03:40:56.764215,Lazada,Búp bê Barbie,17
2025-01-06 03:40:56.764215,Lazada,Labubu,3
2025-01-06 03:40:56.764215,Lazada,Capybara,49
2025-01-06 03:40:56.764215,Lazada,Gấu bông,39
2025-01-06 03:55:56.764215,Shopee,Búp bê Barbie,5
2025-01-06 03:55:56.764215,Shopee,Labubu,6
2025-01-06 03:55:56.764215,Shopee,Capybara,32
2025-01-06 03:55:56.764215,Shopee,Gấu bông,29
2025-01-06 03:55:56.764215,TikTok,Búp bê Barbie,12
2025-01-06 03:55:56.764215,TikTok,Labubu,12
2025-01-06 03:55:56.764215,TikTok,Capybara,34
2025-01-06 03:55:56.764215,TikTok,Gấu bông,12
2025-01-06 03:55:56.764215,Lazada,Búp bê Barbie,22
2025-01-06 03:55:56.764215,Lazada,Labubu,3
2025-01-06 03:55:56.764215,Lazada,Capybara,10
2025-01-06 03:55:56.764215,Lazada,Gấu bông,7
2025-01-06 04:10:56.764215,Shopee,Búp bê Barbie,9
2025-01-06 04:10:56.764215,Shopee,Labubu,40
2025-01-06 04:10:56.764215,Shopee,Capybara,49
2025-01-06 04:10:56.764215,Shopee,Gấu bông,33
2025-01-06 04:10:56.764215,TikTok,Búp bê Barbie,27
2025-01-06 04:10:56.764215,TikTok,Labubu,18
2025-01-06 04:10:56.764215,TikTok,Capybara,35
2025-01-06 04:10:56.764215,TikTok,Gấu bông,27
2025-01-06 04:10:56.764215,Lazada,Búp bê Barbie,25
2025-01-06 04:10:56.764215,Lazada,Labubu,1
2025-01-06 04:10:56.764215,Lazada,Capybara,16
2025-01-06 04:10:56.764215,Lazada,Gấu bông,45
2025-01-06 04:25:56.764215,Shopee,Búp bê Barbie,13
2025-01-06 04:25:56.764215,Shopee,Labubu,20
2025-01-06 04:25:56.764215,Shopee,Capybara,21
2025-01-06 04:25:56.764215,Shopee,Gấu bông,38
2025-01-06 04:25:56.764215,TikTok,Búp bê Barbie,6
2025-01-06 04:25:56.764215,TikTok,Labubu,41
2025-01-06 04:25:56.764215,TikTok,Capybara,4
2025-01-06 04:25:56.764215,TikTok,Gấu bông,28
2025-01-06 04:25:56.764215,Lazada,Búp bê Barbie,6
2025-01-06 04:25:56.764215,Lazada,Labubu,27
2025-01-06 04:25:56.764215,Lazada,Capybara,44
2025-01-06 04:25:56.764215,Lazada,Gấu bông,31
2025-01-06 04:40:56.764215,Shopee,Búp bê Barbie,42
2025-01-06 04:40:56.764215,Shopee,Labubu,30
2025-01-06 04:40:56.764215,Shopee,Capybara,2
2025-01-06 04:40:56.764215,Shopee,Gấu bông,27
2025-01-06 04:40:56.764215,TikTok,Búp bê Barbie,42
2025-01-06 04:40:56.764215,TikTok,Labubu,29
2025-01-06 04:40:56.764215,TikTok,Capybara,42
2025-01-06 04:40:56.764215,TikTok,Gấu bông,5
2025-01-06 04:40:56.764215,Lazada,Búp bê Barbie,19
2025-01-06 04:40:56.764215,Lazada,Labubu,18
2025-01-06 04:40:56.764215,Lazada,Capybara,2
2025-01-06 04:40:56.764215,Lazada,Gấu bông,22
2025-01-06 04:55:56.764215,Shopee,Búp bê Barbie,49
2025-01-06 04:55:56.764215,Shopee,Labubu,13
2025-01-06 04:55:56.764215,Shopee,Capybara,21
2025-01-06 04:55:56.764215,Shopee,Gấu bông,8
2025-01-06 04:55:56.764215,TikTok,Búp bê Barbie,18
2025-01-06 04:55:56.764215,TikTok,Labubu,41
2025-01-06 04:55:56.764215,TikTok,Capybara,24
2025-01-06 04:55:56.764215,TikTok,Gấu bông,14
2025-01-06 04:55:56.764215,Lazada,Búp bê Barbie,17
2025-01-06 04:55:56.764215,Lazada,Labubu,24
2025-01-06 04:55:56.764215,Lazada,Capybara,48
2025-01-06 04:55:56.764215,Lazada,Gấu bông,20
2025-01-06 05:10:56.764215,Shopee,Búp bê Barbie,44
2025-01-06 05:10:56.764215,Shopee,Labubu,42
2025-01-06 05:10:56.764215,Shopee,Capybara,38
2025-01-06 05:10:56.764215,Shopee,Gấu bông,47
2025-01-06 05:10:56.764215,TikTok,Búp bê Barbie,14
2025-01-06 05:10:56.764215,TikTok,Labubu,27
2025-01-06 05:10:56.764215,TikTok,Capybara,34
2025-01-06 05:10:56.764215,TikTok,Gấu bông,37
2025-01-06 05:10:56.764215,Lazada,Búp bê Barbie,12
2025-01-06 05:10:56.764215,Lazada,Labubu,24
2025-01-06 05:10:56.764215,Lazada,Capybara,48
2025-01-06 05:10:56.764215,Lazada,Gấu bông,43
2025-01-06 05:25:56.764215,Shopee,Búp bê Barbie,8
2025-01-06 05:25:56.764215,Shopee,Labubu,12
2025-01-06 05:25:56.764215,Shopee,Capybara,19
2025-01-06 05:25:56.764215,Shopee,Gấu bông,37
2025-01-06 05:25:56.764215,TikTok,Búp bê Barbie,18
2025-01-06 05:25:56.764215,TikTok,Labubu,38
2025-01-06 05:25:56.764215,TikTok,Capybara,12
2025-01-06 05:25:56.764215,TikTok,Gấu bông,6
2025-01-06 05:25:56.764215,Lazada,Búp bê Barbie,40
2025-01-06 05:25:56.764215,Lazada,Labubu,38
2025-01-06 05:25:56.764215,Lazada,Capybara,34
2025-01-06 05:25:56.764215,Lazada,Gấu bông,45
2025-01-06 05:40:56.764215,Shopee,Búp bê Barbie,6
2025-01-06 05:40:56.764215,Shopee,Labubu,2
2025-01-06 05:40:56.764215,Shopee,Capybara,33
2025-01-06 05:40:56.764215,Shopee,Gấu bông,9
2025-01-06 05:40:56.764215,TikTok,Búp bê Barbie,21
2025-01-06 05:40:56.764215,TikTok,Labubu,16
2025-01-06 05:40:56.764215,TikTok,Capybara,9
2025-01-06 05:40:56.764215,TikTok,Gấu bông,17
2025-01-06 05:40:56.764215,Lazada,Búp bê Barbie,14
2025-01-06 05:40:56.764215,Lazada,Labubu,48
2025-01-06 05:40:56.764215,Lazada,Capybara,21
2025-01-06 05:40:56.764215,Lazada,Gấu bông,26
2025-01-06 05:55:56.764215,Shopee,Búp bê Barbie,31
2025-01-06 05:55:56.764215,Shopee,Labubu,33
2025-01-06 05:55:56.764215,Shopee,Capybara,23
2025-01-06 05:55:56.764215,Shopee,Gấu bông,9
2025-01-06 05:55:56.764215,TikTok,Búp bê Barbie,40
2025-01-06 05:55:56.764215,TikTok,Labubu,14
2025-01-06 05:55:56.764215,TikTok,Capybara,48
2025-01-06 05:55:56.764215,TikTok,Gấu bông,21
2025-01-06 05:55:56.764215,Lazada,Búp bê Barbie,19
2025-01-06 05:55:56.764215,Lazada,Labubu,49
2025-01-06 05:55:56.764215,Lazada,Capybara,18
2025-01-06 05:55:56.764215,Lazada,Gấu bông,24
2025-01-06 06:10:56.764215,Shopee,Búp bê Barbie,27
2025-01-06 06:10:56.764215,Shopee,Labubu,36
2025-01-06 06:10:56.764215,Shopee,Capybara,29
2025-01-06 06:10:56.764215,Shopee,Gấu bông,31
2025-01-06 06:10:56.764215,TikTok,Búp bê Barbie,27
2025-01-06 06:10:56.764215,TikTok,Labubu,45
2025-01-06 06:10:56.764215,TikTok,Capybara,44
2025-01-06 06:10:56.764215,TikTok,Gấu bông,15
2025-01-06 06:10:56.764215,Lazada,Búp bê Barbie,9
2025-01-06 06:10:56.764215,Lazada,Labubu,2
2025-01-06 06:10:56.764215,Lazada,Capybara,44
2025-01-06 06:10:56.764215,Lazada,Gấu bông,4
2025-01-06 06:25:56.764215,Shopee,Búp bê Barbie,18
2025-01-06 06:25:56.764215,Shopee,Labubu,7
2025-01-06 06:25:56.764215,Shopee,Capybara,3
2025-01-06 06:25:56.764215,Shopee,Gấu bông,35
2025-01-06 06:25:56.764215,TikTok,Búp bê Barbie,18
2025-01-06 06:25:56.764215,TikTok,Labubu,12
2025-01-06 06:25:56.764215,TikTok,Capybara,10
2025-01-06 06:25:56.764215,TikTok,Gấu bông,15
2025-01-06 06:25:56.764215,Lazada,Búp bê Barbie,31
2025-01-06 06:25:56.764215,Lazada,Labubu,7
2025-01-06 06:25:56.764215,Lazada,Capybara,29
2025-01-06 06:25:56.764215,Lazada,Gấu bông,24
2025-01-06 06:40:56.764215,Shopee,Búp bê Barbie,47
2025-01-06 06:40:56.764215,Shopee,Labubu,7
2025-01-06 06:40:56.764215,Shopee,Capybara,36
2025-01-06 06:40:56.764215,Shopee,Gấu bông,35
2025-01-06 06:40:56.764215,TikTok,Búp bê Barbie,30
2025-01-06 06:40:56.764215,TikTok,Labubu,19
2025-01-06 06:40:56.764215,TikTok,Capybara,28
2025-01-06 06:40:56.764215,TikTok,Gấu bông,21
2025-01-06 06:40:56.764215,Lazada,Búp bê Barbie,33
2025-01-06 06:40:56.764215,Lazada,Labubu,1
2025-01-06 06:40:56.764215,Lazada,Capybara,38
2025-01-06 06:40:56.764215,Lazada,Gấu bông,34
2025-01-06 06:55:56.764215,Shopee,Búp bê Barbie,38
2025-01-06 06:55:56.764215,Shopee,Labubu,45
2025-01-06 06:55:56.764215,Shopee,Capybara,21
2025-01-06 06:55:56.764215,Shopee,Gấu bông,29
2025-01-06 06:55:56.764215,TikTok,Búp bê Barbie,17
2025-01-06 06:55:56.764215,TikTok,Labubu,10
2025-01-06 06:55:56.764215,TikTok,Capybara,32
2025-01-06 06:55:56.764215,TikTok,Gấu bông,47
2025-01-06 06:55:56.764215,Lazada,Búp bê Barbie,18
2025-01-06 06:55:56.764215,Lazada,Labubu,41
2025-01-06 06:55:56.764215,Lazada,Capybara,15
2025-01-06 06:55:56.764215,Lazada,Gấu bông,10
2025-01-06 07:10:56.764215,Shopee,Búp bê Barbie,41
2025-01-06 07:10:56.764215,Shopee,Labubu,26
2025-01-06 07:10:56.764215,Shopee,Capybara,21
2025-01-06 07:10:56.764215,Shopee,Gấu bông,2
2025-01-06 07:10:56.764215,TikTok,Búp bê Barbie,34
2025-01-06 07:10:56.764215,TikTok,Labubu,27
2025-01-06 07:10:56.764215,TikTok,Capybara,44
2025-01-06 07:10:56.764215,TikTok,Gấu bông,11
2025-01-06 07:10:56.764215,Lazada,Búp bê Barbie,44
2025-01-06 07:10:56.764215,Lazada,Labubu,45
2025-01-06 07:10:56.764215,Lazada,Capybara,24
2025-01-06 07:10:56.764215,Lazada,Gấu bông,21
2025-01-06 07:25:56.764215,Shopee,Búp bê Barbie,22
2025-01-06 07:25:56.764215,Shopee,Labubu,4
2025-01-06 07:25:56.764215,Shopee,Capybara,44
2025-01-06 07:25:56.764215,Shopee,Gấu bông,11
2025-01-06 07:25:56.764215,TikTok,Búp bê Barbie,7
2025-01-06 07:25:56.764215,TikTok,Labubu,11
2025-01-06 07:25:56.764215,TikTok,Capybara,39
2025-01-06 07:25:56.764215,TikTok,Gấu bông,39
2025-01-06 07:25:56.764215,Lazada,Búp bê Barbie,26
2025-01-06 07:25:56.764215,Lazada,Labubu,36
2025-01-06 07:25:56.764215,Lazada,Capybara,1
2025-01-06 07:25:56.764215,Lazada,Gấu bông,30
2025-01-06 07:40:56.764215,Shopee,Búp bê Barbie,31
2025-01-06 07:40:56.764215,Shopee,Labubu,24
2025-01-06 07:40:56.764215,Shopee,Capybara,13
2025-01-06 07:40:56.764215,Shopee,Gấu bông,46
2025-01-06 07:40:56.764215,TikTok,Búp bê Barbie,38
2025-01-06 07:40:56.764215,TikTok,Labubu,23
2025-01-06 07:40:56.764215,TikTok,Capybara,27
2025-01-06 07:40:56.764215,TikTok,Gấu bông,11
2025-01-06 07:40:56.764215,Lazada,Búp bê Barbie,24
2025-01-06 07:40:56.764215,Lazada,Labubu,8
2025-01-06 07:40:56.764215,Lazada,Capybara,43
2025-01-06 07:40:56.764215,Lazada,Gấu bông,1
2025-01-06 07:55:56.764215,Shopee,Búp bê Barbie,36
2025-01-06 07:55:56.764215,Shopee,Labubu,2
2025-01-06 07:55:56.764215,Shopee,Capybara,13
2025-01-06 07:55:56.764215,Shopee,Gấu bông,4
2025-01-06 07:55:56.764215,TikTok,Búp bê Barbie,45
2025-01-06 07:55:56.764215,TikTok,Labubu,44
2025-01-06 07:55:56.764215,TikTok,Capybara,49
2025-01-06 07:55:56.764215,TikTok,Gấu bông,18
2025-01-06 07:55:56.764215,Lazada,Búp bê Barbie,1
2025-01-06 07:55:56.764215,Lazada,Labubu,42
2025-01-06 07:55:56.764215,Lazada,Capybara,40
2025-01-06 07:55:56.764215,Lazada,Gấu bông,48
2025-01-06 08:10:56.764215,Shopee,Búp bê Barbie,36
2025-01-06 08:10:56.764215,Shopee,Labubu,5
2025-01-06 08:10:56.764215,Shopee,Capybara,43
2025-01-06 08:10:56.764215,Shopee,Gấu bông,36
2025-01-06 08:10:56.764215,TikTok,Búp bê Barbie,18
2025-01-06 08:10:56.764215,TikTok,Labubu,39
2025-01-06 08:10:56.764215,TikTok,Capybara,2
2025-01-06 08:10:56.764215,TikTok,Gấu bông,4
